                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.2701,                0.68465,                 1.0804,                0.59993,                 0.6716,                0.66109,                0.43944,                 1.2432,                0.61905,                 1.1121,                0.00439,                0.00439,                0.00439
                     37,                 1.2722,                0.68701,                 1.0815,                 0.5802,                0.71369,                0.66828,                0.44267,                 1.2397,                0.61783,                 1.1106,               0.004225,               0.004225,               0.004225
                     38,                 1.2705,                0.68132,                 1.0793,                0.59773,                0.67936,                0.66591,                0.44458,                 1.2396,                0.61619,                 1.1113,                0.00406,                0.00406,                0.00406
                     39,                 1.2637,                0.68115,                 1.0775,                0.62024,                0.67734,                0.67718,                0.44878,                 1.2386,                0.61708,                 1.1112,               0.003895,               0.003895,               0.003895
                     40,                 1.2609,                0.67625,                 1.0785,                0.58986,                0.69305,                0.66945,                 0.4453,                 1.2396,                 0.6153,                 1.1108,                0.00373,                0.00373,                0.00373
                     41,                 1.2623,                0.67392,                 1.0772,                0.63116,                0.63431,                0.67131,                0.44203,                 1.2384,                0.61358,                 1.1113,               0.003565,               0.003565,               0.003565
                     42,                 1.2615,                0.67632,                 1.0783,                0.62541,                0.65687,                0.66992,                 0.4389,                  1.239,                0.61316,                 1.1107,                 0.0034,                 0.0034,                 0.0034
                     43,                  1.256,                0.67443,                 1.0775,                0.57011,                0.70888,                0.66753,                0.44293,                 1.2376,                0.61427,                 1.1095,               0.003235,               0.003235,               0.003235
                     44,                  1.255,                0.67015,                 1.0747,                 0.5776,                0.69765,                0.67365,                0.44862,                 1.2369,                 0.6119,                 1.1095,                0.00307,                0.00307,                0.00307
                     45,                 1.2619,                 0.6748,                 1.0774,                0.63053,                0.64987,                0.67182,                0.45065,                 1.2358,                0.61247,                 1.1081,               0.002905,               0.002905,               0.002905
                     46,                 1.2534,                0.66398,                 1.0748,                0.63579,                0.65667,                0.67297,                 0.4499,                 1.2365,                0.61142,                  1.109,                0.00274,                0.00274,                0.00274
                     47,                 1.2532,                0.66643,                 1.0738,                0.62773,                0.65037,                0.67631,                0.45075,                 1.2358,                0.61049,                 1.1087,               0.002575,               0.002575,               0.002575
                     48,                 1.2494,                0.66895,                 1.0729,                 0.6396,                0.64414,                0.67357,                0.45103,                 1.2364,                0.61092,                 1.1086,                0.00241,                0.00241,                0.00241
                     49,                 1.2507,                0.66778,                 1.0756,                0.66416,                0.63067,                 0.6763,                 0.4541,                 1.2366,                0.61251,                 1.1093,               0.002245,               0.002245,               0.002245
                     50,                 1.2433,                 0.6636,                 1.0738,                0.67277,                0.62754,                0.67551,                0.45271,                 1.2375,                 0.6115,                 1.1089,                0.00208,                0.00208,                0.00208
                     51,                 1.2513,                 0.6504,                 1.1011,                0.67332,                0.61274,                0.67238,                0.44954,                 1.2377,                0.61214,                 1.1085,               0.001915,               0.001915,               0.001915
                     52,                 1.2467,                 0.6476,                 1.1012,                0.67595,                0.61086,                0.67231,                0.45007,                 1.2367,                 0.6125,                 1.1083,                0.00175,                0.00175,                0.00175
                     53,                 1.2429,                0.64561,                 1.0991,                 0.6525,                0.61405,                0.67233,                0.44957,                 1.2365,                0.61263,                 1.1078,               0.001585,               0.001585,               0.001585
                     54,                 1.2415,                0.64313,                 1.1011,                0.57751,                0.70921,                0.67415,                0.45243,                  1.236,                0.61311,                 1.1081,                0.00142,                0.00142,                0.00142
                     55,                 1.2345,                0.63792,                  1.098,                0.58694,                0.69097,                0.67527,                0.45308,                 1.2362,                0.61346,                 1.1083,               0.001255,               0.001255,               0.001255
                     56,                 1.2344,                0.63506,                 1.0977,                0.59373,                0.69394,                0.67422,                0.45047,                 1.2358,                0.61239,                 1.1081,                0.00109,                0.00109,                0.00109
                     57,                 1.2308,                0.63286,                 1.0976,                0.62588,                0.64925,                0.67568,                0.45128,                 1.2361,                0.61242,                  1.108,               0.000925,               0.000925,               0.000925
                     58,                  1.227,                0.63219,                  1.095,                0.62387,                 0.6543,                0.67573,                 0.4519,                 1.2359,                0.61337,                 1.1083,                0.00076,                0.00076,                0.00076
                     59,                 1.2266,                0.62734,                 1.0964,                 0.6273,                0.64719,                0.67404,                0.45095,                 1.2366,                0.61346,                 1.1089,               0.000595,               0.000595,               0.000595
                     60,                 1.2227,                0.62614,                 1.0936,                0.63057,                0.64465,                 0.6747,                0.45155,                 1.2368,                0.61338,                 1.1091,                0.00043,                0.00043,                0.00043
